clip,source_id,language_code,decision,reason,asr_transcript,final_transcript,edit_note,duration_s
en_psychro_p1_0119.wav,en_psychro_p1,en-IN,PENDING,,"So if I heat moist air at constant pressure, then I'm moving along this isobar like this. So as I keep moving up, uh, you can see that it becomes drier.","So if I heat moist air at constant pressure, then I'm moving along this isobar like this. So as I keep moving up, uh, you can see that it becomes drier.",,9.1
en_psychro_p1_0120.wav,en_psychro_p1,en-IN,PENDING,,"Okay? Because it's distance, so let us say heat it up to this point.","Okay? Because it's distance, so let us say heat it up to this point.",,4.2
en_psychro_p1_0121.wav,en_psychro_p1,en-IN,PENDING,,The saturation state corresponding to this lies over here. This corresponds to phi equal to 100. So this is phi equal to 100.,The saturation state corresponding to this lies over here. This corresponds to phi equal to 100. So this is phi equal to 100.,,8.5
en_psychro_p1_0122.wav,en_psychro_p1,en-IN,PENDING,,"For this state. So as I move up here, you can see that here this state is closer to the saturated vapor line. Here it is far away from the saturated vapor line. So as I heat air, moist air at a constant pressure, the air becomes drier.","For this state. So as I move up here, you can see that here this state is closer to the saturated vapor line. Here it is far away from the saturated vapor line. So as I heat air, moist air at a constant pressure, the air becomes drier.",,14.1
en_psychro_p1_0123.wav,en_psychro_p1,en-IN,PENDING,,"As a cool moist air at constant pressure, uh, the state gets closer and closer to the saturated vapor line, so the air becomes more and more humid.","As a cool moist air at constant pressure, uh, the state gets closer and closer to the saturated vapor line, so the air becomes more and more humid.",,9.1
en_psychro_p1_0126.wav,en_psychro_p1,en-IN,PENDING,,"Not only the amount of water vapor, but the temperature also. So relative humidity actually brings out the fact that perception of humidity.","Not only the amount of water vapor, but the temperature also. So relative humidity actually brings out the fact that perception of humidity.",,6.9
en_psychro_p1_0128.wav,en_psychro_p1,en-IN,PENDING,,Okay? So what practical HVAC systems try to do is to heat and cool.,Okay? So what practical HVAC systems try to do is to heat and cool.,,6.8
en_psychro_p1_0129.wav,en_psychro_p1,en-IN,PENDING,,And humidify and dehumidify air to achieve an ideal combination of temperature and humidity for maximum comfort of the occupants.,And humidify and dehumidify air to achieve an ideal combination of temperature and humidity for maximum comfort of the occupants.,,9.1
en_psychro_p1_0130.wav,en_psychro_p1,en-IN,PENDING,,"Humidify by adding water, dehumidify by cooling the air so that the water vapor condenses out.","Humidify by adding water, dehumidify by cooling the air so that the water vapor condenses out.",,7.0
en_psychro_p1_0131.wav,en_psychro_p1,en-IN,PENDING,,"Okay, humidification is done by adding steam to the air. Dehumidification is done by cooling the air so that the water vapor condenses out. So this is what HVAC systems do. But in order to do this, you need to know what the temperature is and also what the amount of water vapor in the air is.","Okay, humidification is done by adding steam to the air. Dehumidification is done by cooling the air so that the water vapor condenses out. So this is what HVAC systems do. But in order to do this, you need to know what the temperature is and also what the amount of water vapor in the air is.",,17.1
en_psychro_p1_0132.wav,en_psychro_p1,en-IN,PENDING,,"Okay, that is also. So both these quantities have to be measured and monitored continuously so that the room can be, room or dwelling or automobile can be maintained, the interior can be maintained at a comfortable temperature and humidity level. And that is what we are going to see next, how that is done.","Okay, that is also. So both these quantities have to be measured and monitored continuously so that the room can be, room or dwelling or automobile can be maintained, the interior can be maintained at a comfortable temperature and humidity level. And that is what we are going to see next, how that is done.",,16.4
en_psychro_p2_0001.wav,en_psychro_p2,en-IN,PENDING,,Let us look at a few worked examples which will illustrate the concepts that we have studied so far before moving on to the actual application.,Let us look at a few worked examples which will illustrate the concepts that we have studied so far before moving on to the actual application.,,8.5
en_psychro_p2_0002.wav,en_psychro_p2,en-IN,PENDING,,"Okay? 
First one is a simple example, ambient air at 25 degrees Celsius in one atmosphere is observed to have a dew point temperature of 15 degrees Celsius. 
Determine the relative humidity and the humidity ratio.","Okay? 
First one is a simple example, ambient air at 25 degrees Celsius in one atmosphere is observed to have a dew point temperature of 15 degrees Celsius. 
Determine the relative humidity and the humidity ratio.",,13.2
en_psychro_p2_0003.wav,en_psychro_p2,en-IN,PENDING,,"Okay, so we are given that dew point temperature, T sat of PV is 15 degrees Celsius. So we go to the steam table.","Okay, so we are given that dew point temperature, T sat of PV is 15 degrees Celsius. So we go to the steam table.",,7.5
en_psychro_p2_0004.wav,en_psychro_p2,en-IN,PENDING,,PV to be 1.706 kilopascal.,PV to be 1.706 kilopascal.,,4.6
en_psychro_p2_0005.wav,en_psychro_p2,en-IN,PENDING,,"So I'm sorry, this is the, yeah, saturation pressure corresponding to 15 degrees Celsius.","So I'm sorry, this is the, yeah, saturation pressure corresponding to 15 degrees Celsius.",,6.2
en_psychro_p2_0006.wav,en_psychro_p2,en-IN,PENDING,,"So T sat of PV equal to 15 degrees Celsius. So, so what we do is we go to the table.","So T sat of PV equal to 15 degrees Celsius. So, so what we do is we go to the table.",,7.0
en_psychro_p2_0007.wav,en_psychro_p2,en-IN,PENDING,,"Now, P sat of 25 degrees Celsius can be retrieved from the table, again from the temperature table as 3.169 kilopascal.","Now, P sat of 25 degrees Celsius can be retrieved from the table, again from the temperature table as 3.169 kilopascal.",,8.4
en_psychro_p2_0008.wav,en_psychro_p2,en-IN,PENDING,,So we can evaluate relative humidity as PV over PV P-sat of 25 degrees Celsius and this comes out to be 53.83%.,So we can evaluate relative humidity as PV over PV P-sat of 25 degrees Celsius and this comes out to be 53.83%.,,9.3
en_psychro_p2_0009.wav,en_psychro_p2,en-IN,PENDING,,"Okay? 
Now, we can also calculate the immunity ratio using this expression, since we know PV, relative  I'm sorry, immunity ratio comes out to be 0.01065 kg vapor per kg air. 
So you can see that the amount of water vapor is not very high.","Okay? 
Now, we can also calculate the immunity ratio using this expression, since we know PV, relative  I'm sorry, immunity ratio comes out to be 0.01065 kg vapor per kg air. 
So you can see that the amount of water vapor is not very high.",,16.9
en_psychro_p2_0010.wav,en_psychro_p2,en-IN,PENDING,,"Okay, so it's important that you","Okay, so it's important that you",,4.0
en_psychro_p2_0011.wav,en_psychro_p2,en-IN,PENDING,,"Sort of have this diagram in mind all the time so that it is helpful when you are trying to solve problems. So for this problem,","Sort of have this diagram in mind all the time so that it is helpful when you are trying to solve problems. So for this problem,",,9.8
en_psychro_p2_0012.wav,en_psychro_p2,en-IN,PENDING,,"What we could have done is we could have drawn, for example, a TV diagram like this.","What we could have done is we could have drawn, for example, a TV diagram like this.",,4.9
en_psychro_p2_0015.wav,en_psychro_p2,en-IN,PENDING,,So we go to the temperature table and determine the pressure.,So we go to the temperature table and determine the pressure.,,4.4
en_psychro_p2_0017.wav,en_psychro_p2,en-IN,PENDING,,"And PSAT is 3.169, so this is the isobar corresponding to 3.169 KPA.","And PSAT is 3.169, so this is the isobar corresponding to 3.169 KPA.",,6.6
en_psychro_p2_0018.wav,en_psychro_p2,en-IN,PENDING,,"So please remember this TV diagram and try to use this when you are solving problems. It will be very, very helpful.","So please remember this TV diagram and try to use this when you are solving problems. It will be very, very helpful.",,8.9
en_psychro_p2_0019.wav,en_psychro_p2,en-IN,PENDING,,"Next example reads like this, ambient air at a geographic location is 25 degrees Celsius, one atmosphere and 90% relative humidity. Determine the maximum amount of liquid water that can be extracted per unit volume of ambient air. As","Next example reads like this, ambient air at a geographic location is 25 degrees Celsius, one atmosphere and 90% relative humidity. Determine the maximum amount of liquid water that can be extracted per unit volume of ambient air. As",,15.53
en_psychro_p2_0021.wav,en_psychro_p2,en-IN,PENDING,,"It's a pure water, you know, that is taken from the air and so on. So let us, you know, let us try to find out how much water can realistically be extracted, okay? In fact, this example uses 90% relative humidity, that is relatively.","It's a pure water, you know, that is taken from the air and so on. So let us, you know, let us try to find out how much water can realistically be extracted, okay? In fact, this example uses 90% relative humidity, that is relatively.",,15.53
en_psychro_p2_0023.wav,en_psychro_p2,en-IN,PENDING,,"Okay? 
So, saturation pressure corresponding to 25 degrees Celsius is 3.169 kPa from the table. 
So for phi equal to 90, from the definition of relative humidity, we can evaluate the partial pressure of water vapor to be 2.8521 kilopascal.","Okay? 
So, saturation pressure corresponding to 25 degrees Celsius is 3.169 kPa from the table. 
So for phi equal to 90, from the definition of relative humidity, we can evaluate the partial pressure of water vapor to be 2.8521 kilopascal.",,17.1
en_psychro_p2_0024.wav,en_psychro_p2,en-IN,PENDING,,"And since we are assuming the water vapor to be an ideal gas, the amount of if you assume the total volume.","And since we are assuming the water vapor to be an ideal gas, the amount of if you assume the total volume.",,7.1
en_psychro_p2_0025.wav,en_psychro_p2,en-IN,PENDING,,"Mixture volume to be 1 meter cube, we can actually evaluate the amount of water vapor to be 20.72 grams.","Mixture volume to be 1 meter cube, we can actually evaluate the amount of water vapor to be 20.72 grams.",,7.8
en_psychro_p2_0027.wav,en_psychro_p2,en-IN,PENDING,,"Under ideal condition, practical situation, it's likely to be much less than this. So,","Under ideal condition, practical situation, it's likely to be much less than this. So,",,5.3
en_psychro_p2_0029.wav,en_psychro_p2,en-IN,PENDING,,"Okay, plus you have to keep in mind that as you extract the moisture from the air, the air becomes dry.","Okay, plus you have to keep in mind that as you extract the moisture from the air, the air becomes dry.",,6.3
en_psychro_p2_0030.wav,en_psychro_p2,en-IN,PENDING,,"And as I said before, dry air is also not very comfortable. That can also cause lots of health issues. So this.","And as I said before, dry air is also not very comfortable. That can also cause lots of health issues. So this.",,8.8
en_psychro_p2_0031.wav,en_psychro_p2,en-IN,PENDING,,My opinion is not a very practical or practicable way of producing drinking water.,My opinion is not a very practical or practicable way of producing drinking water.,,6.5
en_psychro_p2_0032.wav,en_psychro_p2,en-IN,PENDING,,"The last example that we are going to look at is this: 1 kg of air at 25 degrees Celsius, 1 atmosphere, and 70% relative humidity is compressed to 5 atmosphere in a polytropic process.","The last example that we are going to look at is this: 1 kg of air at 25 degrees Celsius, 1 atmosphere, and 70% relative humidity is compressed to 5 atmosphere in a polytropic process.",,13.9
en_psychro_p2_0033.wav,en_psychro_p2,en-IN,PENDING,,"It is then cooled at constant volume to 25 degrees Celsius, determine the humidity ratio and the relative humidity of air after the compression process.","It is then cooled at constant volume to 25 degrees Celsius, determine the humidity ratio and the relative humidity of air after the compression process.",,8.9
en_psychro_p2_0035.wav,en_psychro_p2,en-IN,PENDING,,"So in the initial state, relative humidity is given. So we know P sat water at 25 degrees Celsius. So we can evaluate the partial pressure of water vapor initially to be 2.2183 kilopascal.","So in the initial state, relative humidity is given. So we know P sat water at 25 degrees Celsius. So we can evaluate the partial pressure of water vapor initially to be 2.2183 kilopascal.",,13.3
en_psychro_p2_0036.wav,en_psychro_p2,en-IN,PENDING,,And the humidity ratio in the beginning may be evaluated using this expression. It comes out to be 0.0139 kg vapor per kg dry air.,And the humidity ratio in the beginning may be evaluated using this expression. It comes out to be 0.0139 kg vapor per kg dry air.,,11.2
en_psychro_p2_0037.wav,en_psychro_p2,en-IN,PENDING,,"Now, it is heated in a polytropic process, so it goes from state 1 to state 2.","Now, it is heated in a polytropic process, so it goes from state 1 to state 2.",,5.7
en_psychro_p2_0040.wav,en_psychro_p2,en-IN,PENDING,,"Now, after the compression, remember, no water is added or removed, so the humidity ratio remains the same.","Now, after the compression, remember, no water is added or removed, so the humidity ratio remains the same.",,5.9
en_psychro_p2_0041.wav,en_psychro_p2,en-IN,PENDING,,"Uh, 0.0139 kg vapor per kg dry air.","Uh, 0.0139 kg vapor per kg dry air.",,4.2
en_psychro_p2_0042.wav,en_psychro_p2,en-IN,PENDING,,"And since omega 2 is known, we may evaluate the partial pressure of water vapor.","And since omega 2 is known, we may evaluate the partial pressure of water vapor.",,5.6
en_psychro_p2_0043.wav,en_psychro_p2,en-IN,PENDING,,"Using this expression, remember, we already had this expression, so omega.","Using this expression, remember, we already had this expression, so omega.",,5.1
en_psychro_p2_0045.wav,en_psychro_p2,en-IN,PENDING,,"Mixture pressure, final pressure is also known. Remember, it is compressed to a pressure of 5 atmospheres. So that pressure is also known. So you may evaluate PV from this.","Mixture pressure, final pressure is also known. Remember, it is compressed to a pressure of 5 atmospheres. So that pressure is also known. So you may evaluate PV from this.",,9.2
en_psychro_p2_0046.wav,en_psychro_p2,en-IN,PENDING,,The temperature at the end of compression is 411 Kelvin or 138 degrees Celsius. So P sat corresponding to 138 degrees Celsius is 341.92.,The temperature at the end of compression is 411 Kelvin or 138 degrees Celsius. So P sat corresponding to 138 degrees Celsius is 341.92.,,9.8
en_psychro_p2_0047.wav,en_psychro_p2,en-IN,PENDING,,So some of these numbers are entered here. So T-SAT corresponding to,So some of these numbers are entered here. So T-SAT corresponding to,,4.2
en_psychro_p2_0048.wav,en_psychro_p2,en-IN,PENDING,,"And this is the saturation pressure corresponding to 138, so this is the corresponding isobar.","And this is the saturation pressure corresponding to 138, so this is the corresponding isobar.",,5.7
en_psychro_p2_0049.wav,en_psychro_p2,en-IN,PENDING,,"So you can see that the relative humidity has decreased considerably, although no water has been removed. But the humidity ratio remains the same because no water has been added or removed.","So you can see that the relative humidity has decreased considerably, although no water has been removed. But the humidity ratio remains the same because no water has been added or removed.",,10.7
en_psychro_p2_0051.wav,en_psychro_p2,en-IN,PENDING,,"We have illustrated this qualitatively, but what we don't know is whether state three lies.","We have illustrated this qualitatively, but what we don't know is whether state three lies.",,6.0
en_psychro_p2_0052.wav,en_psychro_p2,en-IN,PENDING,,"State three may also lie here, okay, above the saturated vapor line, or it can lie below the saturated vapor line as indicated here. So we need to find out the temperature at which condensation will begin. In other words, we need to find out the temperature of this state point on the saturated vapor line.","State three may also lie here, okay, above the saturated vapor line, or it can lie below the saturated vapor line as indicated here. So we need to find out the temperature at which condensation will begin. In other words, we need to find out the temperature of this state point on the saturated vapor line.",,18.0
en_psychro_p2_0053.wav,en_psychro_p2,en-IN,PENDING,,"At that temperature, when the specific volume of the vapor becomes equal to","At that temperature, when the specific volume of the vapor becomes equal to",,4.4
en_psychro_p2_0054.wav,en_psychro_p2,en-IN,PENDING,,Indha specific volume of the vapor becomes equal to specific volume of the saturated vapor.,Indha specific volume of the vapor becomes equal to specific volume of the saturated vapor.,,4.5
en_psychro_p2_0055.wav,en_psychro_p2,en-IN,PENDING,,"Okay, you can see here that at this state, specific volume of the vapor.","Okay, you can see here that at this state, specific volume of the vapor.",,4.3
en_psychro_p2_0056.wav,en_psychro_p2,en-IN,PENDING,,"Okay, so there is, so at this temperature, the specific volume of the saturated vapor is equal to specific volume of the","Okay, so there is, so at this temperature, the specific volume of the saturated vapor is equal to specific volume of the",,6.2
en_psychro_p2_0057.wav,en_psychro_p2,en-IN,PENDING,,"Now, the specific volume of the vapor after the compression process may be evaluated using ideal gas equation of state.","Now, the specific volume of the vapor after the compression process may be evaluated using ideal gas equation of state.",,6.3
en_psychro_p2_0058.wav,en_psychro_p2,en-IN,PENDING,,"We know the temperature, we know its partial pressure, so we may evaluate the specific volume as 17.15.","We know the temperature, we know its partial pressure, so we may evaluate the specific volume as 17.15.",,6.6
en_psychro_p2_0059.wav,en_psychro_p2,en-IN,PENDING,,"So we go to the temperature table for water and establish that for a temperature of 42.8 degrees Celsius, VG is equal to 17.15.","So we go to the temperature table for water and establish that for a temperature of 42.8 degrees Celsius, VG is equal to 17.15.",,10.1
en_psychro_p2_0060.wav,en_psychro_p2,en-IN,PENDING,,"So, condensation begins at 42.8 degrees Celsius.","So, condensation begins at 42.8 degrees Celsius.",,4.1
en_psychro_p2_0062.wav,en_psychro_p2,en-IN,PENDING,,So the final specific volume again remains the same at 17.15. So we may evaluate the dryness fraction at state three.,So the final specific volume again remains the same at 17.15. So we may evaluate the dryness fraction at state three.,,7.6
en_psychro_p2_0063.wav,en_psychro_p2,en-IN,PENDING,,"Remember, the definition of dryness fraction is mass of vapor divided by","Remember, the definition of dryness fraction is mass of vapor divided by",,6.7
en_psychro_p2_0064.wav,en_psychro_p2,en-IN,PENDING,,mass of water or mass of mixture which contains both liquid and vapor. So basically this is mv divided by m liquid plus m vapor.,mass of water or mass of mixture which contains both liquid and vapor. So basically this is mv divided by m liquid plus m vapor.,,12.4
en_psychro_p2_0065.wav,en_psychro_p2,en-IN,PENDING,,"Actually, we may, uh, for the present purpose, we may write this as m minus","Actually, we may, uh, for the present purpose, we may write this as m minus",,5.6
en_psychro_p2_0066.wav,en_psychro_p2,en-IN,PENDING,,"So M liquid is what we are denoting here as MW. So you can see that M liquid is nothing but 1 minus X times the mass of water, but","So M liquid is what we are denoting here as MW. So you can see that M liquid is nothing but 1 minus X times the mass of water, but",,10.0
en_psychro_p2_0067.wav,en_psychro_p2,en-IN,PENDING,,"Uh, the water was present initially entirely as vapor. So that means that this mass of water is equal to the m here, is equal to mv1 and that is what we have used here.","Uh, the water was present initially entirely as vapor. So that means that this mass of water is equal to the m here, is equal to mv1 and that is what we have used here.",,13.0
en_psychro_p2_0068.wav,en_psychro_p2,en-IN,PENDING,,"Okay, because the water is entirely present as or present entirely as vapor at the beginning of the process.","Okay, because the water is entirely present as or present entirely as vapor at the beginning of the process.",,6.0
en_psychro_p2_0069.wav,en_psychro_p2,en-IN,PENDING,,So from which we may evaluate mass of liquid as 1 minus X times mass of vapor.,So from which we may evaluate mass of liquid as 1 minus X times mass of vapor.,,6.0
en_psychro_p2_0070.wav,en_psychro_p2,en-IN,PENDING,,"Omega is nothing but mass of vapor divided by mass of dry air, so omega 1 times mass of dry air, and we may then simplify.","Omega is nothing but mass of vapor divided by mass of dry air, so omega 1 times mass of dry air, and we may then simplify.",,7.9
en_psychro_p2_0073.wav,en_psychro_p2,en-IN,PENDING,,V3 over R times T3 equal to PA2.,V3 over R times T3 equal to PA2.,,5.6
en_psychro_p2_0074.wav,en_psychro_p2,en-IN,PENDING,,"So R cancels out. V3 equal to V2, constant volume process, so this also cancels out. So we may evaluate the final pressure of the dry air to be 359.308 kilopascal.","So R cancels out. V3 equal to V2, constant volume process, so this also cancels out. So we may evaluate the final pressure of the dry air to be 359.308 kilopascal.",,11.6
en_psychro_p2_0076.wav,en_psychro_p2,en-IN,PENDING,,"So, the pressure of the dry air is known, pressure of the uh","So, the pressure of the dry air is known, pressure of the uh",,4.9
en_psychro_p2_0077.wav,en_psychro_p2,en-IN,PENDING,,Water vapor is also known. So the mixture pressure is the sum of the two and that is equal to 362.477.,Water vapor is also known. So the mixture pressure is the sum of the two and that is equal to 362.477.,,6.7
en_psychro_p2_0078.wav,en_psychro_p2,en-IN,PENDING,,"Okay, so these three examples illustrate the use of the","Okay, so these three examples illustrate the use of the",,7.4
en_psychro_p2_0079.wav,en_psychro_p2,en-IN,PENDING,,"Concepts or terms, humidity ratio, relative humidity.","Concepts or terms, humidity ratio, relative humidity.",,4.1
en_psychro_p2_0081.wav,en_psychro_p2,en-IN,PENDING,,"So what we will do in the next lecture is apply first law to psychrometric process. So far, we have only looked at equation of state and definitions of omega, humidity ratio and relative humidity.","So what we will do in the next lecture is apply first law to psychrometric process. So far, we have only looked at equation of state and definitions of omega, humidity ratio and relative humidity.",,13.4
en_psychro_p2_0082.wav,en_psychro_p2,en-IN,PENDING,,"and saturation pressure and saturation temperature. Now we will apply first law because we said psychrometric applications involve heating, cooling.","and saturation pressure and saturation temperature. Now we will apply first law because we said psychrometric applications involve heating, cooling.",,8.0
en_psychro_p2_0083.wav,en_psychro_p2,en-IN,PENDING,,"Okay, and humidifying, dehumidifying is addition or removal of water vapor.","Okay, and humidifying, dehumidifying is addition or removal of water vapor.",,5.2
hi_premchand_essay_p1_0001.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"नमस्कार, मैं भूपेंद्र पांडे हिंदी चैनल में आप सबका हार्दिक स्वागत करता हूं और अगर अभी तक आपने मेरे चैनल को सब्सक्राइब नहीं किया है तो मेरे चैनल को सब्सक्राइब कर लें।","नमस्कार, मैं भूपेंद्र पांडे हिंदी चैनल में आप सबका हार्दिक स्वागत करता हूं और अगर अभी तक आपने मेरे चैनल को सब्सक्राइब नहीं किया है तो मेरे चैनल को सब्सक्राइब कर लें।",,7.5
hi_premchand_essay_p1_0002.wav,hi_premchand_essay_p1,hi-IN,PENDING,,उनका मत था कि यह सम्मेलन भावों और विचारों के प्रचार के लिए आयोजित किया गया है।,उनका मत था कि यह सम्मेलन भावों और विचारों के प्रचार के लिए आयोजित किया गया है।,,4.8
hi_premchand_essay_p1_0003.wav,hi_premchand_essay_p1,hi-IN,PENDING,,कि साहित्य की भाषा कैसी होनी चाहिए लेकिन पहली बार भावों और विचारों पर,कि साहित्य की भाषा कैसी होनी चाहिए लेकिन पहली बार भावों और विचारों पर,,4.2
hi_premchand_essay_p1_0004.wav,hi_premchand_essay_p1,hi-IN,PENDING,,सौंदर्य का सार सृजन की आत्मा और जीवन की सच्चाइयों पर।,सौंदर्य का सार सृजन की आत्मा और जीवन की सच्चाइयों पर।,,4.2
hi_premchand_essay_p1_0005.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"कि साहित्य सुलाने वाला नहीं अपितु गति, संघर्ष,","कि साहित्य सुलाने वाला नहीं अपितु गति, संघर्ष,",,4.3
hi_premchand_essay_p1_0006.wav,hi_premchand_essay_p1,hi-IN,PENDING,,आपकी जानकारी के लिए बता दूं कि इसके साथ ही हिंदी साहित्य में प्रगतिवाद,आपकी जानकारी के लिए बता दूं कि इसके साथ ही हिंदी साहित्य में प्रगतिवाद,,4.7
hi_premchand_essay_p1_0007.wav,hi_premchand_essay_p1,hi-IN,PENDING,,तो इसमें मैं शुरू से अंत तक पूरी तरह से इस निबंध को निबंध की व्याख्या करूंगा।,तो इसमें मैं शुरू से अंत तक पूरी तरह से इस निबंध को निबंध की व्याख्या करूंगा।,,5.3
hi_premchand_essay_p1_0008.wav,hi_premchand_essay_p1,hi-IN,PENDING,,तो यह बहुत ही आप लोगों के लिए उपयोगी होने जा रहा है इसलिए शुरू से अंत तक मेरे साथ बने रहें।,तो यह बहुत ही आप लोगों के लिए उपयोगी होने जा रहा है इसलिए शुरू से अंत तक मेरे साथ बने रहें।,,4.3
hi_premchand_essay_p1_0009.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"इसके पहले जितनी भी इस प्रकार की बैठकें और सम्मेलन और गोष्ठियां आयोजित की गई,","इसके पहले जितनी भी इस प्रकार की बैठकें और सम्मेलन और गोष्ठियां आयोजित की गई,",,5.2
hi_premchand_essay_p1_0010.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"साहित्य में किस प्रकार की भावनाओं, किस प्रकार के विचारों को अभिव्यक्त किया जाना उस पर चर्चा नहीं किया गया।","साहित्य में किस प्रकार की भावनाओं, किस प्रकार के विचारों को अभिव्यक्त किया जाना उस पर चर्चा नहीं किया गया।",,5.5
hi_premchand_essay_p1_0011.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"उसका उद्देश्य विचारों और भावों पर असर डालना नहीं, केवल भाषा का निर्माण करना था।","उसका उद्देश्य विचारों और भावों पर असर डालना नहीं, केवल भाषा का निर्माण करना था।",,4.7
hi_premchand_essay_p1_0012.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"तब तक जो भी सम्मेलन, जो भी गोष्ठियां आयोजित की गई, उनमें विचारों और भावों पर कोई ज्यादा जोर नहीं दिया गया।","तब तक जो भी सम्मेलन, जो भी गोष्ठियां आयोजित की गई, उनमें विचारों और भावों पर कोई ज्यादा जोर नहीं दिया गया।",,6.6
hi_premchand_essay_p1_0013.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"बल्कि सिर्फ भाषा का निर्माण करने, भाषा का सृजन करने,","बल्कि सिर्फ भाषा का निर्माण करने, भाषा का सृजन करने,",,4.0
hi_premchand_essay_p1_0014.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"जब तक भाषा एक स्थाई रूप ना प्राप्त कर ले, उसमें विचारों और भावों को व्यक्त करने की शक्ति ही कहां से आएगी?","जब तक भाषा एक स्थाई रूप ना प्राप्त कर ले, उसमें विचारों और भावों को व्यक्त करने की शक्ति ही कहां से आएगी?",,6.0
hi_premchand_essay_p1_0015.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"तो निश्चित रूप से अच्छी भाषा का निर्माण, अच्छी भाषा का सृजन भी जरूरी है। क्योंकि हमारे पास एक समर्थ और सक्षम भाषा होगी तभी वह हमारे विचारों और भावों को सही ढंग से अभिव्यक्त कर पाएगी।","तो निश्चित रूप से अच्छी भाषा का निर्माण, अच्छी भाषा का सृजन भी जरूरी है। क्योंकि हमारे पास एक समर्थ और सक्षम भाषा होगी तभी वह हमारे विचारों और भावों को सही ढंग से अभिव्यक्त कर पाएगी।",,13.3
hi_premchand_essay_p1_0016.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"रास्ता साफ करने वालों ने हिंदुस्तानी भाषा का निर्माण करके जाति पर जो एहसान किया है,","रास्ता साफ करने वालों ने हिंदुस्तानी भाषा का निर्माण करके जाति पर जो एहसान किया है,",,6.1
hi_premchand_essay_p1_0017.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"मुंशी प्रेमचंद जी का यह मानना है कि हमारे पुराने नेताओं ने, पुराने साहित्यकारों ने जिस भाषा का निर्माण किया है, जिस हिंदुस्तानी भाषा का, हिंदुस्तानी भाषा का तात्पर्य है।","मुंशी प्रेमचंद जी का यह मानना है कि हमारे पुराने नेताओं ने, पुराने साहित्यकारों ने जिस भाषा का निर्माण किया है, जिस हिंदुस्तानी भाषा का, हिंदुस्तानी भाषा का तात्पर्य है।",,10.2
hi_premchand_essay_p1_0018.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"संस्कृत के भी शब्द हों, अरबी फारसी के भी शब्द हों और विभिन्न भाषाओं के शब्द हों।","संस्कृत के भी शब्द हों, अरबी फारसी के भी शब्द हों और विभिन्न भाषाओं के शब्द हों।",,4.3
hi_premchand_essay_p1_0019.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"परंतु मुख्य रूप से अरबी, फारसी और हिंदी के शब्दों इन दोनों","परंतु मुख्य रूप से अरबी, फारसी और हिंदी के शब्दों इन दोनों",,4.1
hi_premchand_essay_p1_0020.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"तो इसके लिए उन्होंने अपने पूर्वजों के प्रति, अपने पुराने साहित्यकारों के प्रति, जो अग्रज हैं, जो नेता हैं उनके प्रति उन्होंने कृतज्ञता ज्ञापित किया है।","तो इसके लिए उन्होंने अपने पूर्वजों के प्रति, अपने पुराने साहित्यकारों के प्रति, जो अग्रज हैं, जो नेता हैं उनके प्रति उन्होंने कृतज्ञता ज्ञापित किया है।",,8.1
hi_premchand_essay_p1_0021.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"और इस पर विचार करें कि जिस उद्देश्य से यह निर्माण कार्य प्रारंभ किया गया था, वह क्यों कर पूरा हो?","और इस पर विचार करें कि जिस उद्देश्य से यह निर्माण कार्य प्रारंभ किया गया था, वह क्यों कर पूरा हो?",,5.7
hi_premchand_essay_p1_0022.wav,hi_premchand_essay_p1,hi-IN,PENDING,,"तो आज हमारी भाषा परिमार्जित हो चुकी है, शुद्ध हो चुकी है, सक्षम हो चुकी है।","तो आज हमारी भाषा परिमार्जित हो चुकी है, शुद्ध हो चुकी है, सक्षम हो चुकी है।",,4.3
hi_premchand_essay_p1_0023.wav,hi_premchand_essay_p1,hi-IN,PENDING,,जिसमें आरंभ में भागो बहार और बैताल पचीसी की रचना ही सबसे बड़ी साहित्य सेवा थी।,जिसमें आरंभ में भागो बहार और बैताल पचीसी की रचना ही सबसे बड़ी साहित्य सेवा थी।,,5.8
hi_premchand_essay_p1_0024.wav,hi_premchand_essay_p1,hi-IN,PENDING,,अब इस योग्य हो गई है कि उसमें शास्त्र और विज्ञान के प्रश्नों की भी विवेचना की जा सके।,अब इस योग्य हो गई है कि उसमें शास्त्र और विज्ञान के प्रश्नों की भी विवेचना की जा सके।,,5.3
