clip,source_id,language_requested,language_code,language_probability,n_speakers,transcript
en_psychro_p1_0126.wav,en_psychro_p1,en-IN,en-IN,,1,"Not only the amount of water vapor, but the temperature also. So relative humidity actually brings out the fact that perception of humidity."
en_psychro_p1_0128.wav,en_psychro_p1,en-IN,en-IN,,1,Okay? So what practical HVAC systems try to do is to heat and cool.
en_psychro_p1_0129.wav,en_psychro_p1,en-IN,en-IN,,1,And humidify and dehumidify air to achieve an ideal combination of temperature and humidity for maximum comfort of the occupants.
en_psychro_p1_0130.wav,en_psychro_p1,en-IN,en-IN,,1,"Humidify by adding water, dehumidify by cooling the air so that the water vapor condenses out."
en_psychro_p1_0131.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, humidification is done by adding steam to the air. Dehumidification is done by cooling the air so that the water vapor condenses out. So this is what HVAC systems do. But in order to do this, you need to know what the temperature is and also what the amount of water vapor in the air is."
en_psychro_p1_0132.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, that is also. So both these quantities have to be measured and monitored continuously so that the room can be, room or dwelling or automobile can be maintained, the interior can be maintained at a comfortable temperature and humidity level. And that is what we are going to see next, how that is done."
en_psychro_p2_0001.wav,en_psychro_p2,en-IN,en-IN,,1,Let us look at a few worked examples which will illustrate the concepts that we have studied so far before moving on to the actual application.
en_psychro_p2_0002.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay? 
First one is a simple example, ambient air at 25 degrees Celsius in one atmosphere is observed to have a dew point temperature of 15 degrees Celsius. 
Determine the relative humidity and the humidity ratio."
en_psychro_p2_0003.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, so we are given that dew point temperature, T sat of PV is 15 degrees Celsius. So we go to the steam table."
en_psychro_p2_0004.wav,en_psychro_p2,en-IN,en-IN,,1,PV to be 1.706 kilopascal.
en_psychro_p2_0005.wav,en_psychro_p2,en-IN,en-IN,,1,"So I'm sorry, this is the, yeah, saturation pressure corresponding to 15 degrees Celsius."
en_psychro_p2_0006.wav,en_psychro_p2,en-IN,en-IN,,1,"So T sat of PV equal to 15 degrees Celsius. So, so what we do is we go to the table."
en_psychro_p2_0007.wav,en_psychro_p2,en-IN,en-IN,,1,"Now, P sat of 25 degrees Celsius can be retrieved from the table, again from the temperature table as 3.169 kilopascal."
en_psychro_p2_0008.wav,en_psychro_p2,en-IN,en-IN,,1,So we can evaluate relative humidity as PV over PV P-sat of 25 degrees Celsius and this comes out to be 53.83%.
en_psychro_p2_0009.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay? 
Now, we can also calculate the immunity ratio using this expression, since we know PV, relative  I'm sorry, immunity ratio comes out to be 0.01065 kg vapor per kg air. 
So you can see that the amount of water vapor is not very high."
en_psychro_p2_0010.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, so it's important that you"
en_psychro_p2_0011.wav,en_psychro_p2,en-IN,en-IN,,1,"Sort of have this diagram in mind all the time so that it is helpful when you are trying to solve problems. So for this problem,"
en_psychro_p2_0012.wav,en_psychro_p2,en-IN,en-IN,,1,"What we could have done is we could have drawn, for example, a TV diagram like this."
en_psychro_p2_0015.wav,en_psychro_p2,en-IN,en-IN,,1,So we go to the temperature table and determine the pressure.
en_psychro_p2_0017.wav,en_psychro_p2,en-IN,en-IN,,1,"And PSAT is 3.169, so this is the isobar corresponding to 3.169 KPA."
en_psychro_p2_0018.wav,en_psychro_p2,en-IN,en-IN,,1,"So please remember this TV diagram and try to use this when you are solving problems. It will be very, very helpful."
en_psychro_p2_0019.wav,en_psychro_p2,en-IN,en-IN,,1,"Next example reads like this, ambient air at a geographic location is 25 degrees Celsius, one atmosphere and 90% relative humidity. Determine the maximum amount of liquid water that can be extracted per unit volume of ambient air. As"
en_psychro_p2_0021.wav,en_psychro_p2,en-IN,en-IN,,1,"It's a pure water, you know, that is taken from the air and so on. So let us, you know, let us try to find out how much water can realistically be extracted, okay? In fact, this example uses 90% relative humidity, that is relatively."
en_psychro_p2_0023.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay? 
So, saturation pressure corresponding to 25 degrees Celsius is 3.169 kPa from the table. 
So for phi equal to 90, from the definition of relative humidity, we can evaluate the partial pressure of water vapor to be 2.8521 kilopascal."
en_psychro_p2_0024.wav,en_psychro_p2,en-IN,en-IN,,1,"And since we are assuming the water vapor to be an ideal gas, the amount of if you assume the total volume."
en_psychro_p2_0025.wav,en_psychro_p2,en-IN,en-IN,,1,"Mixture volume to be 1 meter cube, we can actually evaluate the amount of water vapor to be 20.72 grams."
en_psychro_p2_0027.wav,en_psychro_p2,en-IN,en-IN,,1,"Under ideal condition, practical situation, it's likely to be much less than this. So,"
en_psychro_p2_0029.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, plus you have to keep in mind that as you extract the moisture from the air, the air becomes dry."
en_psychro_p2_0030.wav,en_psychro_p2,en-IN,en-IN,,1,"And as I said before, dry air is also not very comfortable. That can also cause lots of health issues. So this."
en_psychro_p2_0031.wav,en_psychro_p2,en-IN,en-IN,,1,My opinion is not a very practical or practicable way of producing drinking water.
en_psychro_p2_0032.wav,en_psychro_p2,en-IN,en-IN,,1,"The last example that we are going to look at is this: 1 kg of air at 25 degrees Celsius, 1 atmosphere, and 70% relative humidity is compressed to 5 atmosphere in a polytropic process."
en_psychro_p2_0033.wav,en_psychro_p2,en-IN,en-IN,,1,"It is then cooled at constant volume to 25 degrees Celsius, determine the humidity ratio and the relative humidity of air after the compression process."
en_psychro_p2_0035.wav,en_psychro_p2,en-IN,en-IN,,1,"So in the initial state, relative humidity is given. So we know P sat water at 25 degrees Celsius. So we can evaluate the partial pressure of water vapor initially to be 2.2183 kilopascal."
en_psychro_p2_0036.wav,en_psychro_p2,en-IN,en-IN,,1,And the humidity ratio in the beginning may be evaluated using this expression. It comes out to be 0.0139 kg vapor per kg dry air.
en_psychro_p2_0037.wav,en_psychro_p2,en-IN,en-IN,,1,"Now, it is heated in a polytropic process, so it goes from state 1 to state 2."
en_psychro_p2_0040.wav,en_psychro_p2,en-IN,en-IN,,1,"Now, after the compression, remember, no water is added or removed, so the humidity ratio remains the same."
en_psychro_p2_0041.wav,en_psychro_p2,en-IN,en-IN,,1,"Uh, 0.0139 kg vapor per kg dry air."
en_psychro_p2_0042.wav,en_psychro_p2,en-IN,en-IN,,1,"And since omega 2 is known, we may evaluate the partial pressure of water vapor."
en_psychro_p2_0043.wav,en_psychro_p2,en-IN,en-IN,,1,"Using this expression, remember, we already had this expression, so omega."
en_psychro_p2_0045.wav,en_psychro_p2,en-IN,en-IN,,1,"Mixture pressure, final pressure is also known. Remember, it is compressed to a pressure of 5 atmospheres. So that pressure is also known. So you may evaluate PV from this."
en_psychro_p2_0046.wav,en_psychro_p2,en-IN,en-IN,,1,The temperature at the end of compression is 411 Kelvin or 138 degrees Celsius. So P sat corresponding to 138 degrees Celsius is 341.92.
en_psychro_p2_0047.wav,en_psychro_p2,en-IN,en-IN,,1,So some of these numbers are entered here. So T-SAT corresponding to
en_psychro_p2_0048.wav,en_psychro_p2,en-IN,en-IN,,1,"And this is the saturation pressure corresponding to 138, so this is the corresponding isobar."
en_psychro_p2_0049.wav,en_psychro_p2,en-IN,en-IN,,1,"So you can see that the relative humidity has decreased considerably, although no water has been removed. But the humidity ratio remains the same because no water has been added or removed."
en_psychro_p2_0051.wav,en_psychro_p2,en-IN,en-IN,,1,"We have illustrated this qualitatively, but what we don't know is whether state three lies."
en_psychro_p2_0052.wav,en_psychro_p2,en-IN,en-IN,,1,"State three may also lie here, okay, above the saturated vapor line, or it can lie below the saturated vapor line as indicated here. So we need to find out the temperature at which condensation will begin. In other words, we need to find out the temperature of this state point on the saturated vapor line."
en_psychro_p2_0053.wav,en_psychro_p2,en-IN,en-IN,,1,"At that temperature, when the specific volume of the vapor becomes equal to"
en_psychro_p2_0054.wav,en_psychro_p2,en-IN,en-IN,,1,Indha specific volume of the vapor becomes equal to specific volume of the saturated vapor.
en_psychro_p2_0055.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, you can see here that at this state, specific volume of the vapor."
en_psychro_p2_0056.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, so there is, so at this temperature, the specific volume of the saturated vapor is equal to specific volume of the"
en_psychro_p2_0057.wav,en_psychro_p2,en-IN,en-IN,,1,"Now, the specific volume of the vapor after the compression process may be evaluated using ideal gas equation of state."
en_psychro_p2_0058.wav,en_psychro_p2,en-IN,en-IN,,1,"We know the temperature, we know its partial pressure, so we may evaluate the specific volume as 17.15."
en_psychro_p2_0059.wav,en_psychro_p2,en-IN,en-IN,,1,"So we go to the temperature table for water and establish that for a temperature of 42.8 degrees Celsius, VG is equal to 17.15."
en_psychro_p2_0060.wav,en_psychro_p2,en-IN,en-IN,,1,"So, condensation begins at 42.8 degrees Celsius."
en_psychro_p2_0062.wav,en_psychro_p2,en-IN,en-IN,,1,So the final specific volume again remains the same at 17.15. So we may evaluate the dryness fraction at state three.
en_psychro_p2_0063.wav,en_psychro_p2,en-IN,en-IN,,1,"Remember, the definition of dryness fraction is mass of vapor divided by"
en_psychro_p2_0064.wav,en_psychro_p2,en-IN,en-IN,,1,mass of water or mass of mixture which contains both liquid and vapor. So basically this is mv divided by m liquid plus m vapor.
en_psychro_p2_0065.wav,en_psychro_p2,en-IN,en-IN,,1,"Actually, we may, uh, for the present purpose, we may write this as m minus"
en_psychro_p2_0066.wav,en_psychro_p2,en-IN,en-IN,,1,"So M liquid is what we are denoting here as MW. So you can see that M liquid is nothing but 1 minus X times the mass of water, but"
en_psychro_p2_0067.wav,en_psychro_p2,en-IN,en-IN,,1,"Uh, the water was present initially entirely as vapor. So that means that this mass of water is equal to the m here, is equal to mv1 and that is what we have used here."
en_psychro_p2_0068.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, because the water is entirely present as or present entirely as vapor at the beginning of the process."
en_psychro_p2_0069.wav,en_psychro_p2,en-IN,en-IN,,1,So from which we may evaluate mass of liquid as 1 minus X times mass of vapor.
en_psychro_p2_0070.wav,en_psychro_p2,en-IN,en-IN,,1,"Omega is nothing but mass of vapor divided by mass of dry air, so omega 1 times mass of dry air, and we may then simplify."
en_psychro_p2_0073.wav,en_psychro_p2,en-IN,en-IN,,1,V3 over R times T3 equal to PA2.
en_psychro_p2_0074.wav,en_psychro_p2,en-IN,en-IN,,1,"So R cancels out. V3 equal to V2, constant volume process, so this also cancels out. So we may evaluate the final pressure of the dry air to be 359.308 kilopascal."
en_psychro_p2_0076.wav,en_psychro_p2,en-IN,en-IN,,1,"So, the pressure of the dry air is known, pressure of the uh"
en_psychro_p2_0077.wav,en_psychro_p2,en-IN,en-IN,,1,Water vapor is also known. So the mixture pressure is the sum of the two and that is equal to 362.477.
en_psychro_p2_0078.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, so these three examples illustrate the use of the"
en_psychro_p2_0079.wav,en_psychro_p2,en-IN,en-IN,,1,"Concepts or terms, humidity ratio, relative humidity."
en_psychro_p2_0081.wav,en_psychro_p2,en-IN,en-IN,,1,"So what we will do in the next lecture is apply first law to psychrometric process. So far, we have only looked at equation of state and definitions of omega, humidity ratio and relative humidity."
en_psychro_p2_0082.wav,en_psychro_p2,en-IN,en-IN,,1,"and saturation pressure and saturation temperature. Now we will apply first law because we said psychrometric applications involve heating, cooling."
en_psychro_p2_0083.wav,en_psychro_p2,en-IN,en-IN,,1,"Okay, and humidifying, dehumidifying is addition or removal of water vapor."
hi_sadhguru_decision_0001.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,"कभी मैं यहां सहज, तो कभी मुझे असहज महसूस होता है।"
hi_sadhguru_decision_0002.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,"जब भी आपकी भावनाएं ऊपर नीचे होती हैं, आपका मन कई चीजें कहता है, वो महत्वपूर्ण नहीं है।"
hi_sadhguru_decision_0003.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,"आप 10 साल नर्क से गुजरते हैं तब भी फर्क नहीं पड़ता, आप बस वही करिए।"
hi_sadhguru_decision_0004.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,"स्पष्टता और आनंद में आपने जो तय किया, उसी पर अचलता से टिके रहिए।"
hi_sadhguru_decision_0005.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,"हर दिन जब आपके विचार और भावनाएं यहां वहां उड़ते हैं, आप अपना मन बदलते रहते हैं, बदलते रहते हैं।"
hi_sadhguru_decision_0008.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,और आप में उससे बाहर आकर फिर से यात्रा शुरू करने की हिम्मत नहीं होती।
hi_sadhguru_decision_0010.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,"कि हर बार जब आप आराम या परेशानी की अलग-अलग अवस्थाओं में होते हैं,"
hi_sadhguru_decision_0011.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,आराम या परेशानी के अलग-अलग स्तरों के कारण नए स्तर के तर्क आ जाएंगे।
hi_sadhguru_decision_0012.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,दुनिया ऐसी हो चुकी है कि माओवादी पूंजीवादी बन गए हैं।
hi_sadhguru_decision_0013.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,"कल ये आपको भयानक लग सकता है पर उससे कोई फर्क नहीं पड़ता। बस आप टिके रहिए, चाहे आपको वो नर्क जैसा लगे।"
hi_sadhguru_emptiness_0002.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,लेकिन फिर आप देखते हैं कि उनके पास 10 अरब रुपए हैं। अच्छा आपके पास है?
hi_sadhguru_emptiness_0003.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"और आप इससे गुज़रे, उससे गुज़रे, फिर उन्होंने बताया दसवीं बोर्ड की परीक्षा है, बस यही है। अगर तुमने पास कर ली तो?"
hi_sadhguru_emptiness_0004.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"यही आपके माता-पिता आपसे कहते रहे, यह तुम्हारे जीवन का अहम पड़ाव है। दसवीं कक्षा बहुत ज़रूरी है।"
hi_sadhguru_emptiness_0005.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,और दसवीं पास करने के बाद आपका सीना तन गया। ऐसा लगा आप सब जान गए।
hi_sadhguru_emptiness_0006.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"पर अगले ही दिन वो कहेंगे कौन से कॉलेज जाओगे, कौन से कॉलेज जाओगे, कैसा कॉलेज? मुझे लगा"
hi_sadhguru_emptiness_0007.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"जब आप किसी के प्यार में पड़े, तो पता है ना, वो एक, दो या तीन और पैदा करती है।"
hi_sadhguru_emptiness_0008.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,आप ब्रह्मांड की हर चीज से प्यार करने लगें तो भी यह पूरा नहीं भरेगा। इसमें और समाने की गुंजाइश रहेगी।
hi_sadhguru_emptiness_0010.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"हर छोटी बड़ी चीज़, हर चीज़ आपको जकड़ लेती है। जैसे ही आप मुक्त हुए,"
hi_sadhguru_emptiness_0011.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"और सोच रहे हैं अगर मैं एक छोड़ दूं तो खाली हो जाऊंगा। चलो एक और छोड़ दूं, खाली हो जाऊंगा। लोग काशी जाते हैं।"
hi_sadhguru_emptiness_0012.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"यह एक परंपरा है। पुराने समय में वे कहते थे जब आप काशी जाएं,"
hi_sadhguru_emptiness_0013.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,बस और कुछ नहीं। हर दिन आप सैकड़ों शव जलते देखते हैं। आप वहां कुछ दिन या कुछ महीने बैठते हैं और जब वापस लौटते हैं तो आप मुक्त हों।
hi_sadhguru_emptiness_0014.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"फिर लोगों ने इसे थोड़ा बदल दिया। आपको कुछ पैसे छोड़कर आना चाहिए, आपको कुछ और छोड़कर आना चाहिए। आजकल लोग"
hi_sadhguru_emptiness_0015.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,शंकरन पिल्लई की नई शादी हुई थी।
hi_sadhguru_emptiness_0017.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"वासनी, वासनी। वासनी अगर आप शून्य होना चाहती हैं तो जरूरी है कि आप वश से मुक्त हो जाएं। व्हाट इज नीडेड इज टू गेट डिस्पोसेस्ड।"
hi_sadhguru_emptiness_0018.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,"चाहे आप लाखों साल कोशिश करें, आपको हमेशा कुछ नया मिलता रहेगा क्योंकि"
hi_sadhguru_emptiness_0019.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,आपको किसी प्रक्रिया में दीक्षा लेनी चाहिए जो काम करे।
hi_sadhguru_inner_mgmt_0001.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,यह सिर्फ इस पर निर्भर है कि हम अपने आसपास के माहौल को और खुद को कितनी अच्छी तरह से मैनेज करते हैं।
hi_sadhguru_inner_mgmt_0002.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अगर आप नहीं जानते कि अपने शरीर, मन, भावनाओं और परिस्थितियों को कैसे मैनेज करना है,"
hi_sadhguru_inner_mgmt_0003.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"घर, समुदाय, राष्ट्र और दुनिया को कैसे संभालना है?"
hi_sadhguru_inner_mgmt_0004.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,हमारे जीवन की गुणवत्ता इस पर निर्भर करती है कि हम चीजों को कैसे मैनेज करते हैं।
hi_sadhguru_inner_mgmt_0005.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"आमतौर पर हम केवल आर्थिक मामलों को लेकर ही मैनेजमेंट की बात करते हैं, पूरे जीवन को लेकर नहीं।"
hi_sadhguru_inner_mgmt_0006.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"तो कुछ ऐसा जिसके लिए आपने काम किया, जिसकी आपने हमेशा लालसा की, जिसे आप अपने जीवन में पाना चाहते थे, जब वो होता है।"
hi_sadhguru_inner_mgmt_0007.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"क्योंकि आपने अपने जीवन में जो कुछ भी किया, वो सब खुशी की तलाश में था, है ना?"
hi_sadhguru_inner_mgmt_0008.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"आप जीवन में जो कुछ भी कर रहे हैं, वो इसलिए कर रहे हैं क्योंकि आपको लगता है कि वही आपकी खुशी है। आप खुद को शिक्षित करते हैं, करियर बनाते हैं, परिवार बनाते हैं।"
hi_sadhguru_inner_mgmt_0009.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अपने सपनों के पीछे भागते हैं, आप कई चीजें करते हैं क्योंकि कहीं ना कहीं आपको लगता है कि उन चीजों को पूरा करने से आपको खुशी मिलेगी।"
hi_sadhguru_inner_mgmt_0010.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अगर वो बाहरी परिस्थितियों को संभाल रहा है, तो वो उन्हें केवल संयोग से संभाल रहा है।"
hi_sadhguru_inner_mgmt_0011.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"क्योंकि अगर आप नहीं जानते कि अपने मन को कैसे संभालें, अपनी ऊर्जाओं को कैसे संभालें, अपनी आंतरिकता को कैसे संभालें,"
hi_sadhguru_inner_mgmt_0012.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"तो आप एक संभावित आपदा होते हैं। जब आप एक संभावित आपदा बनकर जीते हैं, तो हर समय चिंतित रहना जीवन का स्वाभाविक हिस्सा बन जाता है।"
hi_sadhguru_inner_mgmt_0013.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"जहां भी मैं जाता था, लोग स्ट्रेस मैनेजमेंट की ही बात करते, मैं समझ नहीं पाया।"
hi_sadhguru_inner_mgmt_0014.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"मैं समझ सकता हूं कि आप अपने बिज़नेस, फाइनेंस, परिवार, संपत्ति या जो भी है, उसे मैनेज करना चाहते हैं, लेकिन आप अपने तनाव को क्यों मैनेज करना चाहते हैं?"
hi_sadhguru_inner_mgmt_0015.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,मुझे ये समझने में थोड़ा समय लगा कि ये लोग इस नतीजे पर पहुंच गए हैं कि जीने का और कोई तरीका नहीं है।
hi_sadhguru_inner_mgmt_0016.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,किसी तरह लोग इस नतीजे पर पहुंच गए हैं कि अगर आप दुनिया में कुछ करते हैं तो आप तनावग्रस्त होंगे ही।
hi_sadhguru_inner_mgmt_0017.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,वह नहीं जानता कि अपने सिस्टम को कैसे मैनेज करना है। इसीलिए वह तनावपूर्ण है।
hi_sadhguru_inner_mgmt_0018.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"आप किसी चपरासी से पूछें, वो भी तनाव में है। शीर्ष अधिकारी से पूछें, वो भी तनाव में है। हर कोई मानता है कि उसका काम तनावपूर्ण है। कोई काम तनावपूर्ण नहीं है।"
hi_sadhguru_inner_mgmt_0019.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अगर आपका अपने सिस्टम पर नियंत्रण नहीं है, तो आप तनावपूर्ण होंगे, चाहे आप कुछ करें या ना करें, ऐसा ही है ना?"
hi_sadhguru_inner_mgmt_0020.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,मूल रूप से मैनेजमेंट का मतलब है कि हम अपनी नियति खुद तय करना चाहते हैं।
hi_sadhguru_inner_mgmt_0021.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"हम यहां सहयोग से नहीं जीना चाहते। हम अपने जीवन को वहां ले जाना चाहते हैं जहां हम चाहते हैं, यही मैनेजमेंट है, है कि नहीं?"
hi_sadhguru_inner_mgmt_0022.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अगर आप संयोग से मैनेज कर रहे हैं, तो आप मैनेजर नहीं हैं। आपके बिना चीजें बेहतर चलेंगी।"
hi_sadhguru_inner_mgmt_0023.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"तो जब आप कहते हैं, मैं मैनेजर हूं, यानी कहीं ना कहीं आपने तय कर लिया है कि आप एक खास तरीके से बढ़ना चाहते हैं, आप एक खास माहौल चाहते हैं, अंदर और बाहर दोनों जगह।"
hi_sadhguru_inner_mgmt_0024.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"चाहे आप एक रसोई मैनेज करते हों, जहां आप चार लोगों के लिए खाना बनाते हैं या कोई बड़ा उद्योग मैनेज करते हैं जहां 10000 लोग काम करते हैं।"
hi_sadhguru_inner_mgmt_0025.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अगर आप एक अच्छी रसोई या अच्छा उद्योग चाहते हैं, तो आपको उस स्थिति का अच्छा मैनेजर होना होगा, है ना?"
hi_sadhguru_inner_mgmt_0026.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"तो आमतौर पर आपको अपने आसपास की भौतिक चीजों और लोगों को मैनेज करना होगा। अगर आपको अपने आसपास के 10 लोग या 10000 लोगों को मैनेज करना है, तो आपको 10 दिमागों या 10000 दिमागों को मैनेज करना होगा।"
hi_sadhguru_inner_mgmt_0027.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"क्योंकि आखिरकार हम जो भी मैनेजमेंट करते हैं, वो केवल मानव खुशहाली के लिए है।"
hi_sadhguru_inner_mgmt_0028.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,आपको और आपके साथ काम करने वाले लोगों को अपनी पूरी क्षमता तक जाना चाहिए।
hi_sadhguru_inner_mgmt_0029.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"जब मैं पूरी क्षमता तक जाना कहता हूं, तो सिर्फ काम करने की क्षमता नहीं,"
hi_sadhguru_inner_mgmt_0030.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,बल्कि मनुष्य के रूप में उन्हें अपनी पूरी क्षमता तक बढ़ने में सक्षम होना चाहिए।
hi_sadhguru_inner_mgmt_0031.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"तो उन्हें अपने भीतर प्रेम, शांति, करुणा के शिखर तक पहुंचने में सक्षम होना चाहिए।"
hi_sadhguru_inner_mgmt_0032.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अगर वैसा नहीं हो रहा है, आप बस कुछ उत्पादन कर रहे हैं और थोड़ा लाभ कमा रहे हैं।"
hi_sadhguru_inner_mgmt_0033.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"फिर वो थोड़ा इधर-उधर घूमता रहा, कुछ और जानवरों को पकड़ा, सब डर के यही बोले, आप ही जंगल के राजा हैं।"
hi_sadhguru_inner_mgmt_0034.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"वह गया, उसके सामने खड़ा हो गया और पूछा, जंगल का राजा कौन है?"
hi_sadhguru_inner_mgmt_0035.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,ज़्यादातर लोग आमतौर पर सोचते हैं कि मैनेजमेंट यानी बस अपना रॉब दिखाना है।
hi_sadhguru_inner_mgmt_0036.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,तो वहां सिर्फ काम ही ना हो बल्कि लोग उन्नति महसूस करें। सिर्फ उस जगह पर होने से वरना यह मैनेजमेंट नहीं है।
hi_sadhguru_inner_mgmt_0037.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"अगर आप किसी जगह जाते हैं और किसी स्थिति को संभालते हैं, तो आपको वहां शानदार महसूस होना चाहिए।"
hi_sadhguru_inner_mgmt_0038.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"तो अगर ऐसा होना है, तो आपको आंतरिक आयाम की ज़रूरत है। जब मैं आंतरिक आयाम कहता हूँ,"
hi_sadhguru_inner_mgmt_0039.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"जब मैं आंतरिक कहता हूं, तो मैं सिर्फ शरीर या मन की बात नहीं कर रहा हूं।"
hi_sadhguru_inner_mgmt_0040.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"क्योंकि शरीर और मन दोनों ही आपने एक तरह से बाहर से इकट्ठा किए हैं, है ना?"
hi_sadhguru_inner_mgmt_0041.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"जिसे आप मेरा शरीर कहते हैं, वो असल में भोजन का एक ढेर है जो आपने इकट्ठा किया है।"
hi_sadhguru_inner_mgmt_0042.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,तो यह शरीर भोजन का एक ढेर है जिसे आपने समय के साथ इकट्ठा किया है।
hi_sadhguru_inner_mgmt_0043.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"जिसे आप मेरा मन कहते हैं, वो छापों का ढेर है जिसे आपने बाहर से इकट्ठा किया है।"
hi_sadhguru_inner_mgmt_0044.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,"आप बस इन दो ढेरों में खोए हुए हैं, इन्हीं से कुछ अर्थ निकालने की कोशिश कर रहे हैं।"
