clip_id,audio_path,language,text,emotion,duration_s,sample_rate,sha256,snr_db,lufs,language_probability,speaker,source_url,source_title,license,asr_transcript,edited
en_psychro_p2_0073,data/clips/en_psychro_p2_0073.wav,en-IN,V3 over R times T3 equal to PA2.,neutral,6.06,24000,ef9fd541b77a1c4bcc21d08d74bc3b5bd85caf2ea4aec52dc7f3125e02f9b9f0,41.5,-26.2,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),V3 over R times T3 equal to PA2.,False
en_psychro_p2_0074,data/clips/en_psychro_p2_0074.wav,en-IN,"So R cancels out. V3 equal to V2, constant volume process, so this also cancels out. So we may evaluate the final pressure of the dry air to be 359.308 kilopascal.",neutral,12.06,24000,1223b961b6fde97f262d446510f55728cd952a40b80eaad669deac82307a776d,41.2,-21.6,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),"So R cancels out. V3 equal to V2, constant volume process, so this also cancels out. So we may evaluate the final pressure of the dry air to be 359.308 kilopascal.",False
en_psychro_p2_0076,data/clips/en_psychro_p2_0076.wav,en-IN,"So, the pressure of the dry air is known, pressure of the uh",neutral,5.36,24000,20128b66e12710381ff2a0b87db616f5f38b213f44a4765374ad9e86d278b539,30.7,-17.9,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),"So, the pressure of the dry air is known, pressure of the uh",False
en_psychro_p2_0077,data/clips/en_psychro_p2_0077.wav,en-IN,Water vapor is also known. So the mixture pressure is the sum of the two and that is equal to 362.477.,neutral,7.16,24000,b44159494b253e8bc6678fdfa701c377fcc473a88db15ad65fadc38096b63378,30.5,-20.9,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),Water vapor is also known. So the mixture pressure is the sum of the two and that is equal to 362.477.,False
en_psychro_p2_0078,data/clips/en_psychro_p2_0078.wav,en-IN,"Okay, so these three examples illustrate the use of the",conversational,7.86,24000,e7a3d257d6444c795d5417164b9983b28d40afdb6b4275c7ad70569e9b363360,39.9,-20.2,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),"Okay, so these three examples illustrate the use of the",False
en_psychro_p2_0079,data/clips/en_psychro_p2_0079.wav,en-IN,"Concepts or terms, humidity ratio, relative humidity.",formal,4.56,24000,2a833256aad90a53fbd5224c5157c1d2f8d80d64a89e63464876b5e1a1203473,45.8,-18.0,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),"Concepts or terms, humidity ratio, relative humidity.",False
en_psychro_p2_0081,data/clips/en_psychro_p2_0081.wav,en-IN,"So what we will do in the next lecture is apply first law to psychrometric process. So far, we have only looked at equation of state and definitions of omega, humidity ratio and relative humidity.",neutral,13.86,24000,e2ab91cc687f09cce2f7c67d4e61e34436cabfa73e8be007bb5f6cda2276f691,47.7,-18.3,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),"So what we will do in the next lecture is apply first law to psychrometric process. So far, we have only looked at equation of state and definitions of omega, humidity ratio and relative humidity.",False
en_psychro_p2_0082,data/clips/en_psychro_p2_0082.wav,en-IN,"and saturation pressure and saturation temperature. Now we will apply first law because we said psychrometric applications involve heating, cooling.",neutral,8.46,24000,e67d028f06a65533f4fbaad6c92a21374bde14f9f29087d34deb1bd106bd4e79,47.7,-20.0,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),"and saturation pressure and saturation temperature. Now we will apply first law because we said psychrometric applications involve heating, cooling.",False
en_psychro_p2_0083,data/clips/en_psychro_p2_0083.wav,en-IN,"Okay, and humidifying, dehumidifying is addition or removal of water vapor.",conversational,5.66,24000,ce3764cd134dcbb9535201402baf97f73977f47e715ef5893b44d73ca1bc108b,32.1,-19.0,,nptelhrd,https://www.youtube.com/watch?v=ewtFkNDw-5c,Psychrometry - Part 2,Creative Commons Attribution license (reuse allowed),"Okay, and humidifying, dehumidifying is addition or removal of water vapor.",False
hi_premchand_essay_p1_0001,data/clips/hi_premchand_essay_p1_0001.wav,hi-IN,"नमस्कार, मैं भूपेंद्र पांडे हिंदी चैनल में आप सबका हार्दिक स्वागत करता हूं और अगर अभी तक आपने मेरे चैनल को सब्सक्राइब नहीं किया है तो मेरे चैनल को सब्सक्राइब कर लें।",formal,7.96,24000,799cefd628d489e31a473aed046457d49b8b3937e9e0a16f1dfee9d6c62978a7,34.8,-23.1,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"नमस्कार, मैं भूपेंद्र पांडे हिंदी चैनल में आप सबका हार्दिक स्वागत करता हूं और अगर अभी तक आपने मेरे चैनल को सब्सक्राइब नहीं किया है तो मेरे चैनल को सब्सक्राइब कर लें।",False
hi_premchand_essay_p1_0002,data/clips/hi_premchand_essay_p1_0002.wav,hi-IN,उनका मत था कि यह सम्मेलन भावों और विचारों के प्रचार के लिए आयोजित किया गया है।,neutral,5.26,24000,760f75095f7331a394f421c0bef8af2b2991de8604108dd1614f1ca61291222c,97.9,-21.9,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),उनका मत था कि यह सम्मेलन भावों और विचारों के प्रचार के लिए आयोजित किया गया है।,False
hi_premchand_essay_p1_0003,data/clips/hi_premchand_essay_p1_0003.wav,hi-IN,कि साहित्य की भाषा कैसी होनी चाहिए लेकिन पहली बार भावों और विचारों पर,serious,4.66,24000,5f5fbd3b2d3d41743cec4e5924516a6d402556c98800f266f0d6e938b19fe1ad,98.0,-22.1,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),कि साहित्य की भाषा कैसी होनी चाहिए लेकिन पहली बार भावों और विचारों पर,False
hi_premchand_essay_p1_0004,data/clips/hi_premchand_essay_p1_0004.wav,hi-IN,सौंदर्य का सार सृजन की आत्मा और जीवन की सच्चाइयों पर।,formal,4.66,24000,a6f16bce2fe8dbbddeda460391c493b6932c7cf387d05602fbea81e27471f6ab,51.7,-22.8,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),सौंदर्य का सार सृजन की आत्मा और जीवन की सच्चाइयों पर।,False
hi_premchand_essay_p1_0005,data/clips/hi_premchand_essay_p1_0005.wav,hi-IN,"कि साहित्य सुलाने वाला नहीं अपितु गति, संघर्ष,",neutral,4.76,24000,776e2dff91c6c02bb814705ee2cacfb867103f3542a3d7a5f09528e510292f7a,34.6,-22.7,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"कि साहित्य सुलाने वाला नहीं अपितु गति, संघर्ष,",False
hi_premchand_essay_p1_0006,data/clips/hi_premchand_essay_p1_0006.wav,hi-IN,आपकी जानकारी के लिए बता दूं कि इसके साथ ही हिंदी साहित्य में प्रगतिवाद,neutral,5.16,24000,2d02ccb3a5de6db5fa7398e01202a4bcb093fee7881b84edd2c351fa0c510355,26.8,-22.1,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),आपकी जानकारी के लिए बता दूं कि इसके साथ ही हिंदी साहित्य में प्रगतिवाद,False
hi_premchand_essay_p1_0007,data/clips/hi_premchand_essay_p1_0007.wav,hi-IN,तो इसमें मैं शुरू से अंत तक पूरी तरह से इस निबंध को निबंध की व्याख्या करूंगा।,neutral,5.76,24000,5656186db3081e640a2d9f977cb88dbd13e04fbb5231e5eb742ba856b0ac9d6d,31.4,-23.3,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),तो इसमें मैं शुरू से अंत तक पूरी तरह से इस निबंध को निबंध की व्याख्या करूंगा।,False
hi_premchand_essay_p1_0008,data/clips/hi_premchand_essay_p1_0008.wav,hi-IN,तो यह बहुत ही आप लोगों के लिए उपयोगी होने जा रहा है इसलिए शुरू से अंत तक मेरे साथ बने रहें।,conversational,4.76,24000,1886dcd986f19a85fc4bb8739b95ac2c4498302c68d57c61a040da57fa43325e,41.1,-24.7,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),तो यह बहुत ही आप लोगों के लिए उपयोगी होने जा रहा है इसलिए शुरू से अंत तक मेरे साथ बने रहें।,False
hi_premchand_essay_p1_0009,data/clips/hi_premchand_essay_p1_0009.wav,hi-IN,"इसके पहले जितनी भी इस प्रकार की बैठकें और सम्मेलन और गोष्ठियां आयोजित की गई,",neutral,5.66,24000,8dc1d224306a67d4772d59fac62d7d0b9873f7d98ec45bbfbf8484f0577b5526,46.2,-22.9,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"इसके पहले जितनी भी इस प्रकार की बैठकें और सम्मेलन और गोष्ठियां आयोजित की गई,",False
hi_premchand_essay_p1_0010,data/clips/hi_premchand_essay_p1_0010.wav,hi-IN,"साहित्य में किस प्रकार की भावनाओं, किस प्रकार के विचारों को अभिव्यक्त किया जाना उस पर चर्चा नहीं किया गया।",neutral,5.96,24000,a00dec7ff2d1c76c267d3528b3cf9649a40e68cf24e1862ae347e0ed742487d5,96.7,-23.3,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"साहित्य में किस प्रकार की भावनाओं, किस प्रकार के विचारों को अभिव्यक्त किया जाना उस पर चर्चा नहीं किया गया।",False
hi_premchand_essay_p1_0011,data/clips/hi_premchand_essay_p1_0011.wav,hi-IN,"उसका उद्देश्य विचारों और भावों पर असर डालना नहीं, केवल भाषा का निर्माण करना था।",neutral,5.16,24000,0a244d7b55133ff9d2fb5baf72964a9a8e482905187c8152816cc6f5289adda9,53.2,-22.3,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"उसका उद्देश्य विचारों और भावों पर असर डालना नहीं, केवल भाषा का निर्माण करना था।",False
hi_premchand_essay_p1_0012,data/clips/hi_premchand_essay_p1_0012.wav,hi-IN,"तब तक जो भी सम्मेलन, जो भी गोष्ठियां आयोजित की गई, उनमें विचारों और भावों पर कोई ज्यादा जोर नहीं दिया गया।",neutral,7.06,24000,fc1f565e5706505b5799e5a576df8043ee2b710383318c5d54eba39c6b88fadd,42.9,-22.5,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"तब तक जो भी सम्मेलन, जो भी गोष्ठियां आयोजित की गई, उनमें विचारों और भावों पर कोई ज्यादा जोर नहीं दिया गया।",False
hi_premchand_essay_p1_0013,data/clips/hi_premchand_essay_p1_0013.wav,hi-IN,"बल्कि सिर्फ भाषा का निर्माण करने, भाषा का सृजन करने,",neutral,4.46,24000,81a991a0c83fa8ba98d650706d50f1098ef544715b078db5e2abfc757ccef57e,45.3,-23.3,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"बल्कि सिर्फ भाषा का निर्माण करने, भाषा का सृजन करने,",False
hi_premchand_essay_p1_0014,data/clips/hi_premchand_essay_p1_0014.wav,hi-IN,"जब तक भाषा एक स्थाई रूप ना प्राप्त कर ले, उसमें विचारों और भावों को व्यक्त करने की शक्ति ही कहां से आएगी?",neutral,6.46,24000,2eae4fc3c37c479b15c16c8990a2aa159ca8f1fb82608ecaa60ec9740b4db574,47.9,-22.5,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"जब तक भाषा एक स्थाई रूप ना प्राप्त कर ले, उसमें विचारों और भावों को व्यक्त करने की शक्ति ही कहां से आएगी?",False
hi_premchand_essay_p1_0015,data/clips/hi_premchand_essay_p1_0015.wav,hi-IN,"तो निश्चित रूप से अच्छी भाषा का निर्माण, अच्छी भाषा का सृजन भी जरूरी है। क्योंकि हमारे पास एक समर्थ और सक्षम भाषा होगी तभी वह हमारे विचारों और भावों को सही ढंग से अभिव्यक्त कर पाएगी।",neutral,13.76,24000,d8ed42c6ea9e3f78926fd95e85a61334f65d988af40bd05966a8a30206fb0f62,43.1,-22.8,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"तो निश्चित रूप से अच्छी भाषा का निर्माण, अच्छी भाषा का सृजन भी जरूरी है। क्योंकि हमारे पास एक समर्थ और सक्षम भाषा होगी तभी वह हमारे विचारों और भावों को सही ढंग से अभिव्यक्त कर पाएगी।",False
hi_premchand_essay_p1_0016,data/clips/hi_premchand_essay_p1_0016.wav,hi-IN,"रास्ता साफ करने वालों ने हिंदुस्तानी भाषा का निर्माण करके जाति पर जो एहसान किया है,",formal,6.56,24000,0c4072bfca4858cf4f07cf0ca113a00fd1402c127a3e3adc400989b50821cd09,37.4,-22.2,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"रास्ता साफ करने वालों ने हिंदुस्तानी भाषा का निर्माण करके जाति पर जो एहसान किया है,",False
hi_premchand_essay_p1_0017,data/clips/hi_premchand_essay_p1_0017.wav,hi-IN,"मुंशी प्रेमचंद जी का यह मानना है कि हमारे पुराने नेताओं ने, पुराने साहित्यकारों ने जिस भाषा का निर्माण किया है, जिस हिंदुस्तानी भाषा का, हिंदुस्तानी भाषा का तात्पर्य है।",neutral,10.66,24000,334d2c247189b7a33e2e3e5c8c6503dc749616e3779c0869beecbd6d92a0c7d9,42.5,-22.4,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"मुंशी प्रेमचंद जी का यह मानना है कि हमारे पुराने नेताओं ने, पुराने साहित्यकारों ने जिस भाषा का निर्माण किया है, जिस हिंदुस्तानी भाषा का, हिंदुस्तानी भाषा का तात्पर्य है।",False
hi_premchand_essay_p1_0018,data/clips/hi_premchand_essay_p1_0018.wav,hi-IN,"संस्कृत के भी शब्द हों, अरबी फारसी के भी शब्द हों और विभिन्न भाषाओं के शब्द हों।",neutral,4.76,24000,39d323271bf8c4a935b7d6ef9947885959cd5b08138d9e893b4d599c5ba18c60,46.8,-23.0,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"संस्कृत के भी शब्द हों, अरबी फारसी के भी शब्द हों और विभिन्न भाषाओं के शब्द हों।",False
hi_premchand_essay_p1_0019,data/clips/hi_premchand_essay_p1_0019.wav,hi-IN,"परंतु मुख्य रूप से अरबी, फारसी और हिंदी के शब्दों इन दोनों",neutral,4.56,24000,76f1adc02cea55a02e92aea39db333ca832364739732c8dc453f34ef96f21a56,39.1,-22.8,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"परंतु मुख्य रूप से अरबी, फारसी और हिंदी के शब्दों इन दोनों",False
hi_premchand_essay_p1_0020,data/clips/hi_premchand_essay_p1_0020.wav,hi-IN,"तो इसके लिए उन्होंने अपने पूर्वजों के प्रति, अपने पुराने साहित्यकारों के प्रति, जो अग्रज हैं, जो नेता हैं उनके प्रति उन्होंने कृतज्ञता ज्ञापित किया है।",neutral,8.56,24000,13eb9101bd0697c0b73f87a3403d5bf320ff29917a24b177fbd8480bd9ceda0f,41.3,-23.1,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"तो इसके लिए उन्होंने अपने पूर्वजों के प्रति, अपने पुराने साहित्यकारों के प्रति, जो अग्रज हैं, जो नेता हैं उनके प्रति उन्होंने कृतज्ञता ज्ञापित किया है।",False
hi_premchand_essay_p1_0021,data/clips/hi_premchand_essay_p1_0021.wav,hi-IN,"और इस पर विचार करें कि जिस उद्देश्य से यह निर्माण कार्य प्रारंभ किया गया था, वह क्यों कर पूरा हो?",neutral,6.16,24000,a5382ce47065c2a758e7261146586b945fee21d4e86d6132705f0bca0eb68f2e,47.8,-23.1,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"और इस पर विचार करें कि जिस उद्देश्य से यह निर्माण कार्य प्रारंभ किया गया था, वह क्यों कर पूरा हो?",False
hi_premchand_essay_p1_0022,data/clips/hi_premchand_essay_p1_0022.wav,hi-IN,"तो आज हमारी भाषा परिमार्जित हो चुकी है, शुद्ध हो चुकी है, सक्षम हो चुकी है।",formal,4.76,24000,a7252bd138435014f04c43976379de2cdbf42f0e7a5f7f88ec97677e54a9583e,98.0,-22.3,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"तो आज हमारी भाषा परिमार्जित हो चुकी है, शुद्ध हो चुकी है, सक्षम हो चुकी है।",False
hi_premchand_essay_p1_0023,data/clips/hi_premchand_essay_p1_0023.wav,hi-IN,जिसमें आरंभ में भागो बहार और बैताल पचीसी की रचना ही सबसे बड़ी साहित्य सेवा थी।,neutral,6.26,24000,cbe3cf2586ce3fece80709831b5f01ba2b30c147fd0164bf9ad84d06e35b3347,43.4,-22.6,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),जिसमें आरंभ में भागो बहार और बैताल पचीसी की रचना ही सबसे बड़ी साहित्य सेवा थी।,False
hi_premchand_essay_p1_0024,data/clips/hi_premchand_essay_p1_0024.wav,hi-IN,अब इस योग्य हो गई है कि उसमें शास्त्र और विज्ञान के प्रश्नों की भी विवेचना की जा सके।,neutral,5.76,24000,7c732a96024f91328d65cecd7ed7d99464d852e6ee2f300b5f83fabdbd12fe6f,40.7,-22.5,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),अब इस योग्य हो गई है कि उसमें शास्त्र और विज्ञान के प्रश्नों की भी विवेचना की जा सके।,False
hi_premchand_essay_p1_0025,data/clips/hi_premchand_essay_p1_0025.wav,hi-IN,"जिस भाषा में पहले मनोरंजन के लिए साहित्य लिखा जा रहा था, बेताल पट्टी सी, जो काल्पनिक होती थी पूरी तरह से।",neutral,6.66,24000,ce4887b4bc47a5bd8bab0612827b26bc687f9c3268a3d9a147e6971ddb3909a8,43.0,-21.7,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"जिस भाषा में पहले मनोरंजन के लिए साहित्य लिखा जा रहा था, बेताल पट्टी सी, जो काल्पनिक होती थी पूरी तरह से।",False
hi_premchand_essay_p1_0026,data/clips/hi_premchand_essay_p1_0026.wav,hi-IN,"बागो बाहर मतलब दुनिया की खूबसूरती का जिसमें वर्णन होता था, प्यार, मोहब्बत, ईश।",serious,4.56,24000,b151c758e05ee621eb086308161045b4e84b03c42ad32fa2ae3b06d1a5acdc5d,49.8,-22.5,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"बागो बाहर मतलब दुनिया की खूबसूरती का जिसमें वर्णन होता था, प्यार, मोहब्बत, ईश।",False
hi_premchand_essay_p1_0027,data/clips/hi_premchand_essay_p1_0027.wav,hi-IN,"लेकिन वह भाषा अब इस योग्य हो गई है, समर्थ हो गई है कि उसमें शास्त्र और विज्ञान जैसे जटिल प्रश्नों की भी विवेचना कर सके, उनकी व्याख्या किया जा सके।",neutral,10.36,24000,39668beddd4bd4e0308bec0c8b6ab25cb01c93dd4606c8661036f18cecf5e066,43.4,-22.3,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"लेकिन वह भाषा अब इस योग्य हो गई है, समर्थ हो गई है कि उसमें शास्त्र और विज्ञान जैसे जटिल प्रश्नों की भी विवेचना कर सके, उनकी व्याख्या किया जा सके।",False
hi_premchand_essay_p1_0028,data/clips/hi_premchand_essay_p1_0028.wav,hi-IN,इसके बाद होता है भाषा बोलचाल की भी होती है और लिखने की भी होती है। उनके हिसाब से भाषा दो प्रकार की होती है। एक बोलचाल की भाषा होती है।,neutral,6.86,24000,8a94ada82b7244921ad471f7cdb38ffb20e86bece0a048f05e8d571150e94fb2,98.4,-21.8,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),इसके बाद होता है भाषा बोलचाल की भी होती है और लिखने की भी होती है। उनके हिसाब से भाषा दो प्रकार की होती है। एक बोलचाल की भाषा होती है।,False
hi_premchand_essay_p1_0029,data/clips/hi_premchand_essay_p1_0029.wav,hi-IN,बोलचाल की भाषा तो मीर अम्मन और लल्लू लाल के जमाने में भी मौजूद थी।,neutral,4.66,24000,5afdd74d5988a3c7ecdb79efbb865bf2ef32168836bc2edad97e423438e8d031,48.2,-21.4,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),बोलचाल की भाषा तो मीर अम्मन और लल्लू लाल के जमाने में भी मौजूद थी।,False
hi_premchand_essay_p1_0030,data/clips/hi_premchand_essay_p1_0030.wav,hi-IN,"उन्होंने जिस भाषा की नींव डाली, जिस भाषा की बुनियाद डाली, वही लिखने की भाषा थी और वही साहित्यिक भाषा है, वही साहित्य है।",neutral,8.06,24000,3087e00063b3110f9e300e8f2af93383fc8cb458f3d4174a76d565e6b79ce899,43.7,-22.2,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"उन्होंने जिस भाषा की नींव डाली, जिस भाषा की बुनियाद डाली, वही लिखने की भाषा थी और वही साहित्यिक भाषा है, वही साहित्य है।",False
hi_premchand_essay_p1_0031,data/clips/hi_premchand_essay_p1_0031.wav,hi-IN,बोलचाल के माध्यम से हम अपने करीब के लोगों पर अपने विचार प्रकट करते हैं और अपने हर,neutral,5.96,24000,0bef919aada0fcf2406349015e7236650d1f253d32881ebeaf4abcde0dfc5a33,45.5,-22.4,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),बोलचाल के माध्यम से हम अपने करीब के लोगों पर अपने विचार प्रकट करते हैं और अपने हर,False
hi_premchand_essay_p1_0032,data/clips/hi_premchand_essay_p1_0032.wav,hi-IN,"मतलब आम बोलचाल की भाषा में हम अपनी भावनाओं को अभिव्यक्त करते हैं, अपने दुख को, अपनी खुशी को अभिव्यक्ति प्रदान करते हैं। और हां, वही काम साहित्यकार, वही काम लेखनी के द्वारा करता है। साहित्यकार भी वही काम करता है।",neutral,12.06,24000,66a2af7bf97cac146730d5bdfac0335ab0cfa0fc560b96d29f4e9ec8e137efb6,48.0,-22.5,,Bhoopendra Pandey Hindi Channel ,https://www.youtube.com/watch?v=d02b11IOOq0,साहित्य का उद्देश्य मुंशी प्रेमचंद | sahitya ka uddeshya munshi premchand | part 1,Creative Commons Attribution license (reuse allowed),"मतलब आम बोलचाल की भाषा में हम अपनी भावनाओं को अभिव्यक्त करते हैं, अपने दुख को, अपनी खुशी को अभिव्यक्ति प्रदान करते हैं। और हां, वही काम साहित्यकार, वही काम लेखनी के द्वारा करता है। साहित्यकार भी वही काम करता है।",False
